Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Rating,Ratings Count,Genres,Has Score,Rating Category
PS3,Dragon Fantasy Book I,The Muteki Corporation,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-16,,,Unknown,0,Sem Avaliação
PS3,Fuse,Unknown,Insomniac Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,2.39,76.0,"Shooter, Action",1,Regular
PS3,Final Fantasy X / X-2 HD Remaster,Square Enix,Square Enix,1300000.0,0.0,0.0,0.0,0.0,0.0,2014-03-18,,,Unknown,0,Sem Avaliação
PS3,Final Fantasy X HD,Square Enix,Square Enix,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Fire Pro Wrestling Returns,Sony Computer Entertainment,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-23,0.0,0.0,"Arcade, Fighting",1,Ruim
PS3,Fireburst,Unknown,exDream,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,2.15,13.0,"Racing, Adventure, Action",1,Regular
PS3,Flashback (2013),Ubisoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-02,2.91,54.0,"Adventure, Action, RPG, Casual, Strategy, Indie, Platformer",1,Regular
PS3,Flight Control,Firemint,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-27,,,Unknown,0,Sem Avaliação
PS3,Fortune Arterial: Akai Yakusoku,Unknown,August,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Frozen Synapse,Mode 7,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,,,Unknown,0,Sem Avaliação
PS3,Frozen Synapse: Tactics,Double Eleven,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,,,Unknown,0,Sem Avaliação
PS3,Future Combat - Patriots at War,Namco Bandai Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-11-11,,,Unknown,0,Sem Avaliação
PS3,Dragon Fantasy Book II,The Muteki Corporation,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,0.0,2.0,Unknown,1,Ruim
PS3,G1 Jockey 4 2007,KOEI,Koei/Inis,0.0,0.0,0.0,0.0,0.0,0.0,2007-11-01,,,Unknown,0,Sem Avaliação
PS3,Game of Thrones: Episode Four - Sons of Winter,Unknown,Telltale Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,0.0,1.0,Adventure,1,Ruim
PS3,Game of Thrones: Episode One - Iron From Ice,Unknown,Telltale Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Game of Thrones: Episode Three - The Sword in the Darkness,Unknown,Telltale Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,0.0,1.0,Adventure,1,Ruim
PS3,Game of Thrones: Episode Two - Lost Lords,Unknown,Telltale Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,GamesAid: Triple Pack,Mastertronic,Various,0.0,0.0,0.0,0.0,0.0,0.0,2010-06-25,,,Unknown,0,Sem Avaliação
PS3,Geometry Wars 3: Dimensions,Sierra Entertainment,Lucid Games,0.0,0.0,0.0,0.0,0.0,0.0,2014-11-25,,,Unknown,0,Sem Avaliação
PS3,Germany's Next Topmodel 2011,7G//AMES,SevenOne Intermedia GmbH,0.0,0.0,0.0,0.0,0.0,0.0,2011-03-18,,,Unknown,0,Sem Avaliação
PS3,Germinator,Creat Studios,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-05,0.0,4.0,Puzzle,1,Ruim
PS3,Final Exam,Focus Home Interactive,Mighty Rocket Studio,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-05,2.9,39.0,"Indie, Adventure, Action",1,Regular
PS3,Fifth Phantom Saga,Unknown,Sega,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Farming 2017 - The Simulation,UIG Entertainment,UIG Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,2016-05-27,,,Unknown,0,Sem Avaliação
PS3,Far Cry 3: Blood Dragon,Ubisoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-01,4.0,1116.0,Shooter,1,Excelente
PS3,Dragon's Dogma: Dark Arisen,Capcom,Capcom,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-23,3.91,672.0,"Adventure, Action, RPG",1,Bom
PS3,Dungeon Siege III: Treasures of the Sun,Square Enix,Obsidian Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,2011-10-25,,,Unknown,0,Sem Avaliação
PS3,Dungeons & Dragons: Tower of Doom,Capcom,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,,,Unknown,0,Sem Avaliação
PS3,Dying Light,Warner Bros. Interactive Entertainment,Techland,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-27,,,Unknown,0,Sem Avaliação
PS3,Dynasty Warriors 7: Xtreme Legends,KOEI,Omega Force,160000.0,0.0,0.0,0.0,0.0,0.0,2011-11-15,3.71,7.0,Action,1,Bom
PS3,Dynasty Warriors BB,Unknown,Omega Force,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,0.0,1.0,"Massively Multiplayer, Action",1,Ruim
PS3,Edge of Twilight,Unknown,FuzzyEyes,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Eiyuu Senki: The World Conquest,RunnerGames,Tenco,0.0,0.0,0.0,0.0,0.0,0.0,2015-10-01,,,Unknown,0,Sem Avaliação
PS3,El Chavo Kart,Slang,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-21,,,Unknown,0,Sem Avaliação
PS3,Entwined,Sony Computer Entertainment,PixelOpus,0.0,0.0,0.0,0.0,0.0,0.0,2014-07-22,2.73,146.0,"Arcade, Action",1,Regular
PS3,Exodyssey,Unknown,Steambot Studios,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Eyedentify,Unknown,SCEE,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,F1 2009,Codemasters,Sumo Digital,0.0,0.0,0.0,0.0,0.0,0.0,2009-11-17,,,Unknown,0,Sem Avaliação
PS3,FIFA Street,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,FORCED,BetaDwarf,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,,,Unknown,0,Sem Avaliação
PS3,Faith and a .45,Unknown,Deadline Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Falling Skies: The Game,Little Orbit,Little Orbit,0.0,0.0,0.0,0.0,0.0,0.0,2016-01-01,0.0,3.0,"Shooter, Strategy, RPG",1,Ruim
PS3,Fallout 3: Game of the Year Edition,Bethesda Softworks,Bethesda Softworks,0.0,0.0,0.0,0.0,0.0,0.0,2009-10-13,4.14,936.0,"Action, RPG",1,Excelente
PS3,Fallout: New Vegas Ultimate Edition,Bethesda Softworks,Obsidian Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,2012-02-07,,,Unknown,0,Sem Avaliação
PS3,Coraline,Unknown,Papaya Studios,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Contrast,Compulsion Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,3.34,305.0,"Indie, Adventure, Action, Puzzle",1,Bom
PS3,Conflict: Denied Ops (JP sales),Eidos Interactive Ltd,Pivotal Games,0.0,0.0,0.0,0.0,0.0,0.0,2008-02-12,,,Unknown,0,Sem Avaliação
PS3,Arcania: Gothic 4,JoWood Productions,Spellbound Entertainment AG,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-13,,,Unknown,0,Sem Avaliação
PS3,All Zombies Must Die!,Doublesix,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-27,3.57,7.0,Arcade,1,Bom
PS3,Alone in the Dark,Atari,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2008-11-18,,,Unknown,0,Sem Avaliação
PS3,Alone in the Dark: Inferno(JP sales),Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,American Mensa Academy,Square Enix,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-02-05,0.0,0.0,"Educational, Family, Puzzle",1,Ruim
PS3,Amphibian Man,Unknown,KDV Games,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,,,Unknown,0,Sem Avaliação
PS3,Angel Love Online,Q Entertainment,UserJoy Technology,0.0,0.0,0.0,0.0,0.0,0.0,2011-07-07,,,Unknown,0,Sem Avaliação
PS3,Angel Senki,Q Entertainment,Q Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,2011-07-07,,,Unknown,0,Sem Avaliação
PS3,Anomaly: Warzone Earth,11 bit studios,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-09-11,2.91,227.0,"Strategy, Indie, Action, Simulation",1,Regular
PS3,Arcania: Fall of Setarrif,Nordic Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-31,,,Unknown,0,Sem Avaliação
PS3,Arthur and the Revenge of Maltazard,Ubisoft,Avalanche Productions,0.0,0.0,0.0,0.0,0.0,0.0,2010-09-24,0.0,1.0,Arcade,1,Ruim
PS3,Batman: Arkham Collection,Warner Bros. Interactive Entertainment,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-22,,,Unknown,0,Sem Avaliação
PS3,Assassin's Creed Double Pack,Ubisoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-30,,,Unknown,0,Sem Avaliação
PS3,Assassin's Creed Freedom Cry,Ubisoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-18,3.08,492.0,"Adventure, Action",1,Bom
PS3,Assassin's Creed II: Complete Edition,Ubisoft,Ubisoft Montreal,0.0,0.0,0.0,0.0,0.0,0.0,2010-06-04,,,Unknown,0,Sem Avaliação
PS3,Assassin's Creed Liberation HD,Ubisoft,Ubisoft Sofia,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-14,,,Unknown,0,Sem Avaliação
PS3,Atelier Ayesha: The Alchemist of Dusk,Tecmo Koei,Gust,120000.0,0.0,0.0,0.0,0.0,0.0,2013-03-05,0.0,4.0,RPG,1,Ruim
PS3,Atelier Escha & Logy: Alchemists of the Dusk Sky,Tecmo Koei,Gust,100000.0,0.0,0.0,0.0,0.0,0.0,2014-03-11,3.6,10.0,"Adventure, RPG",1,Bom
PS3,Atelier Shallie: Alchemists of the Dusk Sea,Tecmo Koei,Gust,80000.0,0.0,0.0,0.0,0.0,0.0,2015-03-10,0.0,4.0,"Adventure, RPG",1,Ruim
PS3,BABEL Rising,Ubisoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-12,3.23,13.0,"Strategy, Arcade, Action",1,Bom
PS3,BADLAND: Game of the Year Edition,Frogmind,Frogmind,0.0,0.0,0.0,0.0,0.0,0.0,2015-05-26,3.78,117.0,"Indie, Adventure, Action",1,Bom
PS3,All Points Bulletin,Unknown,Realtime Worlds,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Alien Spidy,Kalypso Media,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-20,2.47,15.0,"Indie, Platformer, Adventure, Action",1,Regular
PS3,Alien Rage,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,,,Unknown,0,Sem Avaliação
PS3,Akatsuki no Amaneka to Aoi Kyojin,Unknown,Kogado Software Products,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,2 Days to Vegas,Unknown,Steel Monkeys,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,3D Dot Game Heroes,Atlus,Silicon Studio,160000.0,0.0,0.0,0.0,0.0,0.0,2010-05-11,3.55,36.0,"Action, RPG",1,Bom
PS3,4 in 1 Action Pack,SouthPeak Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-05-08,,,Unknown,0,Sem Avaliação
PS3,99Vidas,Unknown,QUByte Interactive,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,3.0,96.0,"Indie, Arcade, Action",1,Bom
PS3,A Game of Dwarves,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,2.73,15.0,"Casual, Strategy",1,Regular
PS3,A-Men,Unknown,Bloober Team,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,0.0,5.0,"Indie, Adventure, Action",1,Ruim
PS3,A.C.E.: Another Century's Episode R,Namco Bandai,From Software,310000.0,0.0,0.0,0.0,0.0,0.0,2010-08-19,0.0,1.0,Simulation,1,Ruim
PS3,AAA: El Videojuego,Unknown,Immersion Software & Graphics,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,AFL Live,HES Interactive,Big Ant Studios,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-21,0.0,1.0,Sports,1,Ruim
PS3,Aabs Animals,Unknown,Aabs,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,0.0,3.0,"Family, Simulation",1,Ruim
PS3,Aaru's Awakening,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-10-01,2.1,80.0,"Indie, Adventure, Action",1,Regular
PS3,Abyss Odyssey,Atlus,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-07-15,2.8,68.0,"Indie, Adventure, Action",1,Regular
PS3,Ace Combat: Infinity,Namco Bandai Games,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,,,Unknown,0,Sem Avaliação
PS3,Adventure Time: The Secret of the Nameless,Little Orbit,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2015-01-01,,,Unknown,0,Sem Avaliação
PS3,Adventure Time: The Secret of the Nameless Kingdom,Little Orbit,WayForward Technologies,0.0,0.0,0.0,0.0,0.0,0.0,2014-10-18,3.33,15.0,"Adventure, Action, RPG",1,Bom
PS3,Afterfall: InSanity,TGC,Nicolas Intoxicate,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Agatha Christie DICE,Unknown,Tradewest,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Agent,Rockstar Games,Rockstar North,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,,,Unknown,0,Sem Avaliação
PS3,Air Conflicts: Pacific Carriers,Maximum Games,Games Farm,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-06,2.25,20.0,"Action, Simulation",1,Regular
PS3,Backgammon Blitz,VooFoo Studios,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-15,2.0,7.0,"Casual, Board Games",1,Regular
PS3,Batman: Arkham Origins Blackgate,Warner Bros. Interactive Entertainment,Armature Studio,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-01,,,Unknown,0,Sem Avaliação
PS3,Combat Wings: The Great Battles of WWII,City Interactive,City Interactive,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-27,,,Unknown,0,Sem Avaliação
PS3,Calling All Cars!,Sony Computer Entertainment,Incognito Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,2007-05-10,,,Unknown,0,Sem Avaliação
PS3,Book of Potions,Sony Computer Entertainment,SCEE London Studio,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-12,0.0,0.0,Adventure,1,Ruim
PS3,Brain Challenge Deluxe,Ubisoft,Gameloft,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-03,,,Unknown,0,Sem Avaliação
PS3,Brave: The Video Game,Disney Interactive Studios,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-19,0.0,4.0,"Arcade, Action",1,Ruim
PS3,BreakQuest: Extra Evolution,Beatshapers,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-10-16,2.6,20.0,"Arcade, Puzzle",1,Regular
PS3,Brothers: A Tale of Two Sons,505 Games,Starbreeze Studios,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-03,4.18,1633.0,"Indie, Adventure, Action",1,Excelente
PS3,Buzz! Le plus malin des Français,Sony Computer Entertainment,Relentless Software,0.0,0.0,0.0,0.0,0.0,0.0,2009-03-25,,,Unknown,0,Sem Avaliação
PS3,Cabela's Monster Bass,Activision,Activision,0.0,0.0,0.0,0.0,0.0,0.0,2008-07-15,,,Unknown,0,Sem Avaliação
PS3,Call of Duty: Black Ops II - Uprising Map Pack,Unknown,Treyarch,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Call of Juarez: Gunslinger,Ubisoft,Techland,0.0,0.0,0.0,0.0,0.0,0.0,2013-05-22,3.8,839.0,"Shooter, Action",1,Bom
PS3,Captain Blood,Unknown,SeaWolf,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Batman: The Telltale Series,Unknown,Telltale Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,3.75,427.0,Adventure,1,Bom
PS3,Castle of Illusion Starring Mickey Mouse (2013),Sega,Sega,0.0,0.0,0.0,0.0,0.0,0.0,2013-09-03,,,Unknown,0,Sem Avaliação
PS3,Castlevania: Lords of Shadow - Mirror of Fate,Konami Digital Entertainment,Mercury Steam,0.0,0.0,0.0,0.0,0.0,0.0,2013-10-31,3.72,125.0,"Platformer, Adventure, Action",1,Bom
PS3,Cel Damage,Electronic Arts,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-22,,,Unknown,0,Sem Avaliação
PS3,Child of Light,Ubisoft,Ubisoft Montreal,0.0,0.0,0.0,0.0,0.0,0.0,2014-04-30,3.85,960.0,"Indie, RPG",1,Bom
PS3,Chivalry: Medieval Warfare,Activision,Torn Banner Studios,0.0,0.0,0.0,0.0,0.0,0.0,2014-12-03,3.41,837.0,"Indie, Action",1,Bom
PS3,Cipher Complex,Unknown,Edge of Reality,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Clan of Champions,Unknown,Acquire,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,0.0,2.0,"Action, RPG",1,Ruim
PS3,Class of Heroes II,Acquire,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2010-07-15,,,Unknown,0,Sem Avaliação
PS3,Cloudberry Kingdom,Ubisoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-30,3.22,41.0,"Platformer, Indie",1,Bom
PS3,Bloodbath,United Developers,Freedom Factory Studios,0.0,0.0,0.0,0.0,0.0,0.0,2014-06-27,,,Unknown,0,Sem Avaliação
PS3,Blood Knights,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,2.61,46.0,"Adventure, Action, RPG",1,Regular
PS3,Black Knight Sword,Unknown,Grasshopper Manufacture,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,3.83,6.0,"Arcade, Platformer, Adventure, Action",1,Bom
PS3,Black Death,Unknown,Darkworks,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Battlefied 2,Capcom,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-02-04,,,Unknown,0,Sem Avaliação
PS3,Battlefield: Bad Company 2 Ultimate Edition,Electronic Arts,EA Digital Illusions CE,0.0,0.0,0.0,0.0,0.0,0.0,2010-08-31,,,Unknown,0,Sem Avaliação
PS3,Bellator: MMA Onslaught,Cloud Imperium Games Corporation,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-09-30,0.0,2.0,"Arcade, Fighting, Sports",1,Ruim
PS3,Ben 10 Omniverse,D3Publisher,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-11-03,3.47,14.0,"Family, Action",1,Bom
PS3,Ben 10 Omniverse 2,D3 Publisher,High Voltage Software,0.0,0.0,0.0,0.0,0.0,0.0,2013-11-05,0.0,4.0,"Platformer, Action",1,Ruim
PS3,Bentley's Hackpack,Sony Computer Entertainment,Sony Computer Entertainment,0.0,0.0,0.0,0.0,0.0,0.0,2013-02-05,0.0,4.0,"Family, Arcade, Action",1,Ruim
PS3,Beyond Good & Evil,Ubisoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2011-06-28,,,Unknown,0,Sem Avaliação
PS3,Beyond Good & Evil 2,Ubisoft,Ubisoft Montpellier,0.0,0.0,0.0,0.0,0.0,0.0,2020-12-31,,,Unknown,0,Sem Avaliação
PS3,Beyond the Future: Fix the Time Arrows,5pb,5pb. Inc.,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-08,,,Unknown,0,Sem Avaliação
PS3,Beyond: Two Souls,Sony Computer Entertainment,Quantic Dream,2000000.0,0.0,0.0,0.0,0.0,0.0,2013-10-08,3.8,1766.0,"Adventure, Action",1,Bom
PS3,Big Sky Infinity,Unknown,VooFoo Studios,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,2.4,25.0,"Shooter, Arcade",1,Regular
PS3,Bikkuri Pachinko: Ashita no Joe - Kyoraku Collection Vol. 1,Unknown,Kyouraku Sangyou Holdings,0.0,0.0,0.0,0.0,0.0,0.0,2011-04-21,,,Unknown,0,Sem Avaliação
PS3,BioHazard 15th Anniversary Box,Capcom,Capcom,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-08,,,Unknown,0,Sem Avaliação
PS3,BioHazard Twin Pack,Capcom,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-15,,,Unknown,0,Sem Avaliação
PS3,BioShock Infinite: Burial At Sea - Episode One,Unknown,Irrational Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,4.26,217.0,"Shooter, Action",1,Excelente
PS3,BioShock Infinite: Burial at Sea - Episode Two,Unknown,Irrational Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,4.43,208.0,"Shooter, Action",1,Excelente
PS3,BioShock Infinite: Clash in the Clouds,Unknown,Irrational Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,3.3,27.0,"Shooter, Action",1,Bom
PS3,Bionic Commando,Capcom,GRIN,480000.0,0.0,0.0,0.0,0.0,0.0,2009-05-19,,,Unknown,0,Sem Avaliação
PS3,Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-03-05,,,Unknown,0,Sem Avaliação
PS3,Giana Sisters: Twisted Dreams,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,3.06,169.0,"Adventure, Action, Arcade, Indie, Platformer",1,Bom
PS3,Go! Puzzle,Sony Computer Entertainment,Zoonami,0.0,0.0,0.0,0.0,0.0,0.0,2007-06-14,0.0,1.0,Puzzle,1,Ruim
PS3,Resident Evil 5: Gold Edition,Capcom,Capcom,0.0,0.0,0.0,0.0,0.0,0.0,2010-03-09,,,Unknown,0,Sem Avaliação
PS3,Narco Terror,Deep Silver,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-30,2.0,9.0,"Shooter, Action",1,Regular
PS3,Monsters: Mass Destruction,Unknown,Majesco Games,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,MotorStorm,Sony Computer Entertainment,Evolution Studios,3000000.0,0.0,0.0,0.0,0.0,0.0,2007-03-06,3.97,35.0,"Racing, Arcade",1,Bom
PS3,MotorStorm: Pacific Rift,Sony Computer Entertainment,Evolution Studios,1000000.0,0.0,0.0,0.0,0.0,0.0,2008-10-28,3.79,92.0,"Racing, Arcade",1,Bom
PS3,Motorbike,Sony Computer Entertainment,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-25,0.0,0.0,"Racing, Action, Casual, Simulation, Sports, Indie",1,Ruim
PS3,MouseCraft,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-07-08,2.31,85.0,"Adventure, Action, Puzzle, Casual, Strategy, Indie",1,Regular
PS3,Mr. T,Unknown,ZootFly,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Ms. Germinator,Creat Studios,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,0.0,0.0,Puzzle,1,Ruim
PS3,NASCAR '15,Deep Silver,Eutechnyx,0.0,0.0,0.0,0.0,0.0,0.0,2015-05-22,0.0,2.0,"Racing, Simulation",1,Ruim
PS3,NBA Elite 11,Unknown,EA Tiburon,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,0.0,1.0,Sports,1,Ruim
PS3,Naruto Shippuden: Ultimate Ninja Storm 2,Namco Bandai,CyberConnect2,1010000.0,0.0,0.0,0.0,0.0,0.0,2010-10-19,3.98,156.0,"Strategy, Adventure, Action, Fighting",1,Bom
PS3,Moe Moe Daisensou * Gendaiban++,SystemSoft,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-08,,,Unknown,0,Sem Avaliação
PS3,Naruto Shippuden: Ultimate Ninja Storm 3,Namco Bandai Games,CyberConnect2,1240000.0,0.0,0.0,0.0,0.0,0.0,2013-03-05,3.87,174.0,"Action, Fighting",1,Bom
PS3,Naughty Bear Gold Edition,505 Games,Artificial Mind and Movement,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-24,,,Unknown,0,Sem Avaliação
PS3,Naughty Bear: Double Trouble,505 Games,Behaviour Interactive Inc.,0.0,0.0,0.0,0.0,0.0,0.0,2012-10-23,,,Unknown,0,Sem Avaliação
PS3,Necessary Force,Unknown,Midway Studios Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Ni no Kuni: Wrath of the White Witch,Namco Bandai Games,Level 5/Studio Ghibli,1330000.0,0.0,0.0,0.0,0.0,0.0,2013-01-22,4.2,309.0,RPG,1,Excelente
PS3,Ni-Oh,Unknown,Team Ninja,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Ninja Gaiden 3: Razor's Edge,Tecmo Koei,Team Ninja,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-02,3.94,36.0,Action,1,Bom
PS3,Ninja Gaiden III,Unknown,Team Ninja,0.0,0.0,0.0,0.0,0.0,0.0,Unknown Date,,,Unknown,0,Sem Avaliação
PS3,Ninja Gaiden Sigma,Tecmo,Team Ninja,1100000.0,0.0,0.0,0.0,0.0,0.0,2007-07-03,4.24,17.0,Action,1,Excelente
PS3,Monster Hunter Frontier G8: Premium Package,Capcom,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2015-07-22,,,Unknown,0,Sem Avaliação
PS3,Mobile Suit Gundam: Extreme Vs,Namco Bandai Games,Namco Bandai,570000.0,0.0,0.0,0.0,0.0,0.0,2014-01-30,,,Unknown,0,Sem Avaliação
PS3,God Mode,Atlus,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,2014-01-01,2.54,35.0,"Shooter, Action",1,Regular
